Date,Open,High,Low,Close,Volume,Adj Close,codenumber,bookvalue,changerate,PB
2016-08-30,4.43,4.47,4.43,4.46,8041700,4.46,,5.26,0.835,0.708003802281
2016-08-29,4.44,4.44,4.37,4.41,11990400,4.41,,5.26,0.835,0.700066539924
2016-08-26,4.42,4.46,4.41,4.43,4235000,4.43,,5.26,0.835,0.703241444867
2016-08-25,4.45,4.47,4.4,4.45,6413700,4.45,,5.26,0.835,0.70641634981
2016-08-24,4.58,4.58,4.38,4.45,7914700,4.45,,5.26,0.835,0.70641634981
2016-08-23,4.59,4.59,4.53,4.58,6641700,4.58,,5.26,0.835,0.727053231939
2016-08-22,4.59,4.59,4.5,4.59,8050700,4.59,,5.26,0.835,0.728640684411
2016-08-19,4.54,4.56,4.47,4.55,14826000,4.55,,5.26,0.835,0.722290874525
2016-08-18,4.44,4.51,4.44,4.5,14958000,4.5,,5.26,0.835,0.714353612167
2016-08-17,4.46,4.48,4.4,4.42,6774400,4.42,,5.26,0.835,0.701653992395
2016-08-16,4.5,4.55,4.44,4.44,6271300,4.44,,5.26,0.835,0.704828897338
2016-08-15,4.38,4.55,4.38,4.49,7561000,4.49,,5.26,0.835,0.712766159696
2016-08-12,4.38,4.41,4.36,4.41,9854000,4.41,,5.26,0.835,0.700066539924
2016-08-11,4.25,4.37,4.23,4.32,10336000,4.32,,5.26,0.835,0.685779467681
2016-08-10,4.24,4.25,4.22,4.25,8277000,4.25,,5.26,0.835,0.67466730038
2016-08-09,4.21,4.24,4.19,4.24,8073000,4.24,,5.26,0.835,0.673079847909
2016-08-08,4.19,4.21,4.16,4.2,9551900,4.2,,5.26,0.835,0.666730038023
2016-08-05,4.16,4.18,4.14,4.17,7261000,4.17,,5.26,0.835,0.661967680608
2016-08-04,4.14,4.14,4.1,4.14,5957200,4.14,,5.26,0.835,0.657205323194
2016-08-03,4.1,4.12,4.06,4.11,9100400,4.11,,5.26,0.835,0.652442965779
2016-08-02,4.15,4.15,4.15,4.15,0,4.15,,5.26,0.835,0.658792775665
2016-08-01,4.1,4.16,4.08,4.15,11355900,4.15,,5.26,0.835,0.658792775665
2016-07-29,4.14,4.15,4.07,4.07,5979300,4.07,,5.26,0.835,0.646093155894
2016-07-28,4.17,4.17,4.11,4.13,6709000,4.13,,5.26,0.835,0.655617870722
2016-07-27,4.14,4.17,4.1,4.16,6600000,4.16,,5.26,0.835,0.660380228137
2016-07-26,4.1,4.2,4.09,4.18,7294000,4.18,,5.26,0.835,0.66355513308
2016-07-25,4.12,4.14,4.08,4.14,8200600,4.14,,5.26,0.835,0.657205323194
2016-07-22,4.12,4.13,4.05,4.09,9638700,4.09,,5.26,0.835,0.649268060837
2016-07-21,4.11,4.17,4.11,4.15,6283000,4.15,,5.26,0.835,0.658792775665
2016-07-20,4.15,4.15,4.09,4.12,7704800,4.12,,5.26,0.835,0.654030418251
2016-07-19,4.13,4.15,4.06,4.13,8828000,4.13,,5.26,0.835,0.655617870722
2016-07-18,4.08,4.12,4.06,4.1,3500800,4.1,,5.26,0.835,0.650855513308
2016-07-15,4.06,4.1,4.04,4.08,9479100,4.08,,5.26,0.835,0.647680608365
2016-07-14,4.0,4.06,3.97,4.06,7426800,4.06,,5.26,0.835,0.644505703422
2016-07-13,3.99,4.02,3.94,4.01,8810500,4.01,,5.26,0.835,0.636568441065
2016-07-12,3.95,3.97,3.93,3.96,7558500,3.96,,5.26,0.835,0.628631178707
2016-07-11,3.87,3.95,3.87,3.94,7456900,3.94,,5.26,0.835,0.625456273764
2016-07-08,3.87,3.87,3.83,3.85,4048600,3.85,,5.26,0.835,0.611169201521
2016-07-07,3.85,3.89,3.85,3.88,3878000,3.88,,5.26,0.835,0.615931558935
2016-07-06,3.87,3.88,3.82,3.85,4238000,3.85,,5.26,0.835,0.611169201521
2016-07-05,3.91,3.94,3.88,3.88,11064000,3.88,,5.26,0.835,0.615931558935
2016-07-04,3.92,3.98,3.92,3.94,11808000,3.94,,5.26,0.835,0.625456273764
2016-07-01,3.92,3.92,3.92,3.92,0,3.92,,5.26,0.835,0.622281368821
2016-06-30,3.86,3.93,3.86,3.92,8449700,3.92,,5.26,0.835,0.622281368821
2016-06-29,3.83,3.87,3.81,3.87,8369400,3.87,,5.26,0.835,0.614344106464
2016-06-28,3.78,3.83,3.75,3.8,7900000,3.8,,5.26,0.835,0.603231939163
2016-06-27,3.71,3.84,3.71,3.81,3723000,3.81,,5.26,0.835,0.604819391635
2016-06-24,3.82,3.84,3.68,3.76,14293000,3.76,,5.26,0.835,0.596882129278
2016-06-23,3.84,3.85,3.8,3.83,6064000,3.83,,5.26,0.835,0.607994296578
2016-06-22,3.74,3.86,3.72,3.84,14576000,3.84,,5.26,0.835,0.609581749049
2016-06-21,3.95,3.95,3.92,3.94,20945100,3.704,,5.26,0.835,0.625456273764
2016-06-20,3.85,3.93,3.85,3.92,11398100,3.685,,5.26,0.835,0.622281368821
2016-06-17,3.85,3.88,3.84,3.85,9873800,3.62,,5.26,0.835,0.611169201521
2016-06-16,3.88,3.88,3.8,3.83,10332100,3.601,,5.26,0.835,0.607994296578
2016-06-15,3.82,3.91,3.82,3.89,11114000,3.657,,5.26,0.835,0.617519011407
2016-06-14,3.85,3.88,3.82,3.86,6030000,3.629,,5.26,0.835,0.612756653992
2016-06-13,3.91,3.91,3.82,3.86,9369000,3.629,,5.26,0.835,0.612756653992
2016-06-10,4.06,4.06,3.93,3.94,7049000,3.704,,5.26,0.835,0.625456273764
2016-06-09,4.05,4.05,4.05,4.05,0,3.808,,5.26,0.835,0.642918250951
2016-06-08,4.09,4.09,4.03,4.05,6132000,3.808,,5.26,0.835,0.642918250951
2016-06-07,4.0,4.1,3.98,4.07,7621000,3.826,,5.26,0.835,0.646093155894
2016-06-06,3.94,3.99,3.94,3.99,6705000,3.751,,5.26,0.835,0.633393536122
2016-06-03,3.97,3.97,3.93,3.95,8814000,3.714,,5.26,0.835,0.627043726236
2016-06-02,3.92,3.97,3.91,3.94,5939600,3.704,,5.26,0.835,0.625456273764
2016-06-01,3.97,3.97,3.89,3.91,16509200,3.676,,5.26,0.835,0.62069391635
2016-05-31,3.97,4.01,3.93,3.98,26248300,3.742,,5.26,0.835,0.63180608365
2016-05-30,3.91,4.0,3.89,3.95,11956700,3.714,,5.26,0.835,0.627043726236
2016-05-27,3.84,3.9,3.82,3.89,14733700,3.657,,5.26,0.835,0.617519011407
2016-05-26,3.84,3.86,3.8,3.82,4909200,3.591,,5.26,0.835,0.606406844106
2016-05-25,3.78,3.85,3.76,3.83,16981300,3.601,,5.26,0.835,0.607994296578
2016-05-24,3.8,3.81,3.73,3.75,11672700,3.526,,5.26,0.835,0.595294676806
2016-05-23,3.76,3.83,3.7,3.81,6206700,3.582,,5.26,0.835,0.604819391635
2016-05-20,3.71,3.77,3.71,3.72,10994600,3.497,,5.26,0.835,0.590532319392
2016-05-19,3.73,3.78,3.72,3.73,6548000,3.507,,5.26,0.835,0.592119771863
2016-05-18,3.72,3.77,3.72,3.76,8159000,3.535,,5.26,0.835,0.596882129278
2016-05-17,3.73,3.82,3.7,3.8,7154900,3.573,,5.26,0.835,0.603231939163
2016-05-16,3.72,3.77,3.7,3.71,8531900,3.488,,5.26,0.835,0.58894486692
2016-05-13,3.78,3.79,3.7,3.72,12315000,3.497,,5.26,0.835,0.590532319392
2016-05-12,3.79,3.81,3.76,3.8,9968000,3.573,,5.26,0.835,0.603231939163
2016-05-11,3.86,3.89,3.77,3.79,16653500,3.563,,5.26,0.835,0.601644486692
2016-05-10,3.9,3.92,3.84,3.85,19208500,3.62,,5.26,0.835,0.611169201521
2016-05-09,3.95,3.97,3.9,3.92,6792900,3.685,,5.26,0.835,0.622281368821
2016-05-06,4.02,4.02,3.93,3.94,8823800,3.704,,5.26,0.835,0.625456273764
2016-05-05,4.0,4.03,3.99,4.01,7282000,3.77,,5.26,0.835,0.636568441065
2016-05-04,4.0,4.05,3.99,4.03,10531200,3.789,,5.26,0.835,0.639743346008
2016-05-03,4.09,4.1,4.0,4.02,12713000,3.779,,5.26,0.835,0.638155893536
2016-05-02,4.09,4.09,4.09,4.09,0,3.845,,5.26,0.835,0.649268060837
2016-04-29,4.13,4.19,4.06,4.09,18889000,3.845,,5.26,0.835,0.649268060837
2016-04-28,4.12,4.15,4.09,4.11,6176000,3.864,,5.26,0.835,0.652442965779
2016-04-27,4.1,4.12,4.04,4.11,4622300,3.864,,5.26,0.835,0.652442965779
2016-04-26,4.06,4.12,4.02,4.12,6893700,3.873,,5.26,0.835,0.654030418251
2016-04-25,4.1,4.14,4.06,4.07,8054000,3.826,,5.26,0.835,0.646093155894
2016-04-22,4.14,4.15,4.1,4.11,7765500,3.864,,5.26,0.835,0.652442965779
2016-04-21,4.12,4.18,4.08,4.14,15384800,3.892,,5.26,0.835,0.657205323194
2016-04-20,4.15,4.16,4.06,4.11,5863200,3.864,,5.26,0.835,0.652442965779
2016-04-19,4.15,4.16,4.11,4.14,10610400,3.892,,5.26,0.835,0.657205323194
2016-04-18,4.14,4.14,4.06,4.1,6862500,3.855,,5.26,0.835,0.650855513308
2016-04-15,4.2,4.2,4.14,4.17,5571900,3.92,,5.26,0.835,0.661967680608
2016-04-14,4.16,4.24,4.15,4.17,21636300,3.92,,5.26,0.835,0.661967680608
2016-04-13,4.08,4.12,4.05,4.12,32493500,3.873,,5.26,0.835,0.654030418251
2016-04-12,4.04,4.09,4.03,4.05,5776400,3.808,,5.26,0.835,0.642918250951
2016-04-11,3.98,4.06,3.94,4.05,5056900,3.808,,5.26,0.835,0.642918250951
2016-04-08,3.94,3.99,3.84,3.96,12219000,3.723,,5.26,0.835,0.628631178707
2016-04-07,3.98,4.04,3.93,3.96,12226000,3.723,,5.26,0.835,0.628631178707
2016-04-06,3.96,4.0,3.92,3.99,7398000,3.751,,5.26,0.835,0.633393536122
2016-04-05,4.03,4.1,3.94,3.96,16918300,3.723,,5.26,0.835,0.628631178707
2016-04-04,4.05,4.05,4.05,4.05,0,3.808,,5.26,0.835,0.642918250951
2016-04-01,4.11,4.11,3.98,4.05,15179400,3.808,,5.26,0.835,0.642918250951
2016-03-31,4.09,4.12,4.03,4.1,15358000,3.855,3618.0,5.03,0.835,0.680616302187
2016-03-30,3.97,4.1,3.97,4.08,12250000,3.836,,5.03,0.835,0.677296222664
2016-03-29,3.97,4.02,3.94,3.97,6263000,3.732,,5.03,0.835,0.659035785288
2016-03-28,3.98,3.98,3.98,3.98,0,3.742,,5.03,0.835,0.66069582505
2016-03-25,3.98,3.98,3.98,3.98,0,3.742,,5.03,0.835,0.66069582505
2016-03-24,4.08,4.08,3.97,3.98,17717000,3.742,,5.03,0.835,0.66069582505
2016-03-23,4.09,4.13,4.03,4.06,9286000,3.817,,5.03,0.835,0.673976143141
2016-03-22,4.12,4.16,4.08,4.1,13822000,3.855,,5.03,0.835,0.680616302187
2016-03-21,4.1,4.15,4.06,4.12,18910000,3.873,,5.03,0.835,0.68393638171
2016-03-18,4.05,4.08,4.0,4.05,19982000,3.808,,5.03,0.835,0.67231610338
2016-03-17,3.9,4.02,3.9,4.0,19031700,3.761,,5.03,0.835,0.664015904573
2016-03-16,4.0,4.02,3.92,3.96,10869000,3.723,,5.03,0.835,0.657375745527
2016-03-15,3.99,4.04,3.97,4.03,9415900,3.789,,5.03,0.835,0.668996023857
2016-03-14,4.0,4.04,3.96,4.03,11709000,3.789,,5.03,0.835,0.668996023857
2016-03-11,3.95,4.01,3.93,3.99,20790900,3.751,,5.03,0.835,0.662355864811
2016-03-10,3.99,4.01,3.92,3.95,9028500,3.714,,5.03,0.835,0.655715705765
2016-03-09,3.9,3.96,3.88,3.96,14959200,3.723,,5.03,0.835,0.657375745527
2016-03-08,3.95,3.97,3.9,3.96,15330200,3.723,,5.03,0.835,0.657375745527
2016-03-07,4.0,4.08,3.98,4.0,11899700,3.761,,5.03,0.835,0.664015904573
2016-03-04,3.82,3.95,3.81,3.92,23844000,3.685,,5.03,0.835,0.650735586481
2016-03-03,3.81,3.84,3.77,3.82,8086000,3.591,,5.03,0.835,0.634135188867
2016-03-02,3.68,3.8,3.65,3.78,21187200,3.554,,5.03,0.835,0.627495029821
2016-03-01,3.66,3.67,3.56,3.61,20853500,3.394,,5.03,0.835,0.599274353877
2016-02-29,3.74,3.74,3.62,3.64,7770000,3.422,,5.03,0.835,0.604254473161
2016-02-26,3.7,3.73,3.67,3.7,5677900,3.479,,5.03,0.835,0.61421471173
2016-02-25,3.81,3.81,3.62,3.63,8393700,3.413,,5.03,0.835,0.6025944334
2016-02-24,3.8,3.83,3.72,3.77,5773000,3.544,,5.03,0.835,0.62583499006
2016-02-23,3.85,3.85,3.78,3.81,3549000,3.582,,5.03,0.835,0.632475149105
2016-02-22,3.79,3.83,3.76,3.82,5163000,3.591,,5.03,0.835,0.634135188867
2016-02-19,3.74,3.8,3.74,3.78,7211700,3.554,,5.03,0.835,0.627495029821
2016-02-18,3.75,3.81,3.72,3.74,12381000,3.516,,5.03,0.835,0.620854870775
2016-02-17,3.71,3.77,3.66,3.69,15949500,3.469,,5.03,0.835,0.612554671968
2016-02-16,3.73,3.77,3.69,3.73,8866700,3.507,,5.03,0.835,0.619194831014
2016-02-15,3.56,3.73,3.53,3.69,16520000,3.469,,5.03,0.835,0.612554671968
2016-02-12,3.5,3.61,3.44,3.47,12635800,3.262,,5.03,0.835,0.576033797217
2016-02-11,3.6,3.63,3.5,3.51,8815400,3.3,,5.03,0.835,0.582673956262
2016-02-10,3.68,3.68,3.68,3.68,0,3.46,,5.03,0.835,0.610894632207
2016-02-09,3.68,3.68,3.68,3.68,0,3.46,,5.03,0.835,0.610894632207
2016-02-08,3.68,3.68,3.68,3.68,0,3.46,,5.03,0.835,0.610894632207
2016-02-05,3.6,3.71,3.58,3.68,4707500,3.46,,5.03,0.835,0.610894632207
2016-02-04,3.68,3.69,3.62,3.63,8496400,3.413,,5.03,0.835,0.6025944334
2016-02-03,3.68,3.68,3.61,3.63,16098100,3.413,,5.03,0.835,0.6025944334
2016-02-02,3.75,3.79,3.7,3.71,13109900,3.488,,5.03,0.835,0.615874751491
2016-02-01,3.88,3.91,3.75,3.79,15844100,3.563,,5.03,0.835,0.629155069583
2016-01-29,3.71,3.95,3.71,3.94,12834000,3.704,,5.03,0.835,0.654055666004
2016-01-28,3.67,3.76,3.66,3.75,5105000,3.526,,5.03,0.835,0.622514910537
2016-01-27,3.68,3.73,3.64,3.72,7962000,3.497,,5.03,0.835,0.617534791252
2016-01-26,3.76,3.83,3.6,3.61,20521000,3.394,,5.03,0.835,0.599274353877
2016-01-25,3.82,3.89,3.78,3.82,5728400,3.591,,5.03,0.835,0.634135188867
2016-01-22,3.77,3.84,3.73,3.81,9839400,3.582,,5.03,0.835,0.632475149105
2016-01-21,3.72,3.82,3.63,3.67,23818000,3.45,,5.03,0.835,0.609234592445
2016-01-20,3.87,3.89,3.74,3.74,10850600,3.516,,5.03,0.835,0.620854870775
2016-01-19,3.75,3.95,3.75,3.91,13403800,3.676,,5.03,0.835,0.64907554672
2016-01-18,3.7,3.86,3.65,3.76,10842500,3.535,,5.03,0.835,0.624174950298
2016-01-15,3.93,3.96,3.76,3.77,36779100,3.544,,5.03,0.835,0.62583499006
2016-01-14,3.93,3.96,3.88,3.91,18283600,3.676,,5.03,0.835,0.64907554672
2016-01-13,4.0,4.04,3.98,3.98,17355300,3.742,,5.03,0.835,0.66069582505
2016-01-12,3.99,4.05,3.95,3.96,14787100,3.723,,5.03,0.835,0.657375745527
2016-01-11,4.1,4.12,3.98,3.99,21424600,3.751,,5.03,0.835,0.662355864811
2016-01-08,4.25,4.26,4.19,4.21,15047000,3.958,,5.03,0.835,0.698876739563
2016-01-07,4.37,4.41,4.18,4.19,23031700,3.939,,5.03,0.835,0.69555666004
2016-01-06,4.57,4.57,4.37,4.38,28017000,4.118,,5.03,0.835,0.727097415507
2016-01-05,4.52,4.68,4.52,4.55,6603900,4.278,,5.03,0.835,0.755318091451
2016-01-04,4.68,4.7,4.53,4.58,5120500,4.306,,5.03,0.835,0.760298210736
2016-01-01,4.69,4.69,4.69,4.69,0,4.409,,5.03,0.835,0.778558648111
2015-12-31,4.68,4.73,4.68,4.69,970000,4.409,3618.0,4.88,0.835,0.802489754098
2015-12-30,4.79,4.79,4.63,4.67,7038800,4.39,,4.88,0.835,0.799067622951
2015-12-29,4.77,4.83,4.74,4.78,6210700,4.494,,4.88,0.835,0.817889344262
2015-12-28,4.87,4.88,4.74,4.74,7345000,4.456,,4.88,0.835,0.811045081967
2015-12-25,4.87,4.87,4.87,4.87,0,4.579,,4.88,0.835,0.833288934426
2015-12-24,4.94,4.94,4.86,4.87,2512700,4.579,,4.88,0.835,0.833288934426
2015-12-23,4.83,4.92,4.81,4.89,6760800,4.597,,4.88,0.835,0.836711065574
2015-12-22,4.87,4.87,4.77,4.85,6373500,4.56,,4.88,0.835,0.829866803279
2015-12-21,4.67,4.85,4.65,4.82,8025100,4.532,,4.88,0.835,0.824733606557
2015-12-18,4.64,4.76,4.6,4.7,10793700,4.419,,4.88,0.835,0.804200819672
2015-12-17,4.6,4.75,4.59,4.64,9636000,4.362,,4.88,0.835,0.79393442623
2015-12-16,4.42,4.61,4.42,4.6,17506600,4.325,,4.88,0.835,0.787090163934
2015-12-15,4.36,4.41,4.34,4.37,13372800,4.108,,4.88,0.835,0.747735655738
2015-12-14,4.27,4.37,4.27,4.35,21256200,4.09,,4.88,0.835,0.74431352459
2015-12-11,4.57,4.57,4.38,4.39,6688000,4.127,,4.88,0.835,0.751157786885
2015-12-10,4.47,4.55,4.45,4.5,7969200,4.231,,4.88,0.835,0.769979508197
2015-12-09,4.5,4.55,4.45,4.47,11409000,4.202,,4.88,0.835,0.764846311475
2015-12-08,4.6,4.63,4.51,4.58,6110500,4.306,,4.88,0.835,0.783668032787
2015-12-07,4.6,4.65,4.58,4.63,5471500,4.353,,4.88,0.835,0.792223360656
2015-12-04,4.6,4.63,4.52,4.6,5828700,4.325,,4.88,0.835,0.787090163934
2015-12-03,4.59,4.65,4.58,4.63,5278400,4.353,,4.88,0.835,0.792223360656
2015-12-02,4.57,4.68,4.57,4.64,4005700,4.362,,4.88,0.835,0.79393442623
2015-12-01,4.61,4.63,4.55,4.61,10877100,4.334,,4.88,0.835,0.788801229508
2015-11-30,4.6,4.65,4.51,4.57,17953000,4.296,,4.88,0.835,0.781956967213
2015-11-27,4.73,4.74,4.57,4.6,10955900,4.325,,4.88,0.835,0.787090163934
2015-11-26,4.76,4.78,4.67,4.73,10548200,4.447,,4.88,0.835,0.809334016393
2015-11-25,4.7,4.75,4.67,4.71,4408600,4.428,,4.88,0.835,0.805911885246
2015-11-24,4.8,4.85,4.69,4.74,12966900,4.456,,4.88,0.835,0.811045081967
2015-11-23,4.87,4.88,4.79,4.82,5793200,4.532,,4.88,0.835,0.824733606557
2015-11-20,4.81,4.87,4.8,4.85,3657200,4.56,,4.88,0.835,0.829866803279
2015-11-19,4.85,4.89,4.82,4.83,6149000,4.541,,4.88,0.835,0.826444672131
2015-11-18,4.72,4.86,4.72,4.8,6624200,4.513,,4.88,0.835,0.82131147541
2015-11-17,4.75,4.82,4.71,4.76,12568000,4.475,,4.88,0.835,0.814467213115
2015-11-16,4.65,4.71,4.64,4.66,8773000,4.381,,4.88,0.835,0.797356557377
2015-11-13,4.98,4.98,4.71,4.73,13072800,4.447,,4.88,0.835,0.809334016393
2015-11-12,4.88,4.98,4.72,4.92,9481000,4.626,,4.88,0.835,0.841844262295
2015-11-11,4.91,4.98,4.83,4.86,8497000,4.569,,4.88,0.835,0.831577868852
2015-11-10,5.09,5.1,4.92,4.95,13259000,4.654,,4.88,0.835,0.846977459016
2015-11-09,5.0,5.18,5.0,5.13,10163000,4.823,,4.88,0.835,0.877776639344
2015-11-06,5.05,5.11,5.02,5.05,14360000,4.748,,4.88,0.835,0.864088114754
2015-11-05,5.05,5.12,4.96,5.06,8384900,4.757,,4.88,0.835,0.865799180328
2015-11-04,5.06,5.14,4.98,5.1,10227800,4.795,,4.88,0.835,0.872643442623
2015-11-03,5.0,5.06,4.98,5.02,11028100,4.72,,4.88,0.835,0.858954918033
2015-11-02,4.98,5.07,4.88,4.95,12095900,4.654,,4.88,0.835,0.846977459016
2015-10-30,4.82,4.92,4.75,4.89,9826700,4.597,,4.88,0.835,0.836711065574
2015-10-29,4.8,4.87,4.71,4.73,10550500,4.447,,4.88,0.835,0.809334016393
2015-10-28,4.95,5.01,4.76,4.77,13685300,4.485,,4.88,0.835,0.816178278689
2015-10-27,5.04,5.08,4.93,5.03,9728000,4.729,,4.88,0.835,0.860665983607
2015-10-26,5.11,5.11,4.96,5.02,6175000,4.72,,4.88,0.835,0.858954918033
2015-10-23,5.03,5.07,4.99,5.02,6989800,4.72,,4.88,0.835,0.858954918033
2015-10-22,4.94,5.03,4.88,4.98,6739000,4.682,,4.88,0.835,0.852110655738
2015-10-21,4.96,4.96,4.96,4.96,0,4.663,,4.88,0.835,0.84868852459
2015-10-20,4.95,4.98,4.88,4.96,6659100,4.663,,4.88,0.835,0.84868852459
2015-10-19,4.97,5.07,4.9,5.04,13754200,4.738,,4.88,0.835,0.86237704918
2015-10-16,4.8,4.94,4.79,4.9,16359600,4.607,,4.88,0.835,0.838422131148
2015-10-15,4.67,4.77,4.62,4.73,5494800,4.447,,4.88,0.835,0.809334016393
2015-10-14,4.6,4.67,4.6,4.65,5780800,4.372,,4.88,0.835,0.795645491803
2015-10-13,4.76,4.76,4.59,4.67,11237000,4.39,,4.88,0.835,0.799067622951
2015-10-12,4.74,4.83,4.72,4.76,8934000,4.475,,4.88,0.835,0.814467213115
2015-10-09,4.8,4.83,4.66,4.7,8596200,4.419,,4.88,0.835,0.804200819672
2015-10-08,4.8,4.84,4.65,4.72,11505900,4.438,,4.88,0.835,0.80762295082
2015-10-07,4.57,4.84,4.57,4.8,14061000,4.513,,4.88,0.835,0.82131147541
2015-10-06,4.69,4.71,4.57,4.62,5517600,4.343,,4.88,0.835,0.790512295082
2015-10-05,4.55,4.66,4.49,4.65,8945400,4.372,,4.88,0.835,0.795645491803
2015-10-02,4.43,4.54,4.39,4.47,9732600,4.202,,4.88,0.835,0.764846311475
2015-10-01,4.37,4.37,4.37,4.37,0,4.108,,4.88,0.835,0.747735655738
2015-09-30,4.37,4.48,4.34,4.37,16822000,4.108,3618.0,4.42,0.835,0.825554298643
2015-09-29,4.4,4.4,4.24,4.28,14334000,4.024,,4.42,0.835,0.808552036199
2015-09-28,4.54,4.54,4.54,4.54,0,4.268,,4.42,0.835,0.857669683258
2015-09-25,4.5,4.57,4.43,4.54,6879900,4.268,,4.42,0.835,0.857669683258
2015-09-24,4.6,4.6,4.44,4.5,8328000,4.231,,4.42,0.835,0.850113122172
2015-09-23,4.51,4.65,4.41,4.49,7447500,4.221,,4.42,0.835,0.8482239819
2015-09-22,4.6,4.69,4.57,4.57,4674000,4.296,,4.42,0.835,0.863337104072
2015-09-21,4.63,4.69,4.51,4.58,7376800,4.306,,4.42,0.835,0.865226244344
2015-09-18,4.59,4.71,4.52,4.68,14684900,4.4,,4.42,0.835,0.884117647059
2015-09-17,4.62,4.62,4.47,4.51,8308100,4.24,,4.42,0.835,0.852002262443
2015-09-16,4.36,4.58,4.35,4.51,12247900,4.24,,4.42,0.835,0.852002262443
2015-09-15,4.38,4.42,4.26,4.28,21064100,4.024,,4.42,0.835,0.808552036199
2015-09-14,4.55,4.64,4.33,4.45,19710600,4.184,,4.42,0.835,0.840667420814
2015-09-11,4.55,4.63,4.48,4.52,13165200,4.249,,4.42,0.835,0.853891402715
2015-09-10,4.4,4.5,4.31,4.45,18775700,4.184,,4.42,0.835,0.840667420814
2015-09-09,4.33,4.5,4.33,4.46,10025800,4.193,,4.42,0.835,0.842556561086
2015-09-08,4.1,4.31,4.1,4.3,8642000,4.043,,4.42,0.835,0.812330316742
2015-09-07,4.13,4.28,4.08,4.09,8245400,3.845,,4.42,0.835,0.772658371041
2015-09-04,4.1,4.26,4.04,4.13,13058400,3.883,,4.42,0.835,0.780214932127
2015-09-03,4.1,4.1,4.1,4.1,0,3.855,,4.42,0.835,0.774547511312
2015-09-02,4.13,4.27,4.02,4.1,22382200,3.855,,4.42,0.835,0.774547511312
2015-09-01,4.48,4.49,4.18,4.23,24333700,3.977,,4.42,0.835,0.799106334842
2015-08-31,4.59,4.59,4.39,4.53,17150700,4.259,,4.42,0.835,0.855780542986
2015-08-28,4.83,4.83,4.5,4.54,14856600,4.268,,4.42,0.835,0.857669683258
2015-08-27,4.66,4.81,4.51,4.71,12288200,4.428,,4.42,0.835,0.889785067873
2015-08-26,4.63,4.75,4.53,4.54,8662100,4.268,,4.42,0.835,0.857669683258
2015-08-25,4.38,4.74,4.38,4.63,16838600,4.353,,4.42,0.835,0.874671945701
2015-08-24,4.67,4.75,4.38,4.55,17867700,4.278,,4.42,0.835,0.859558823529
2015-08-21,5.06,5.06,4.91,4.98,8163000,4.682,,4.42,0.835,0.940791855204
2015-08-20,5.19,5.21,5.02,5.12,6448800,4.814,,4.42,0.835,0.967239819005
2015-08-19,5.33,5.37,5.2,5.29,4980500,4.973,,4.42,0.835,0.99935520362
2015-08-18,5.41,5.49,5.29,5.29,5663700,4.973,,4.42,0.835,0.99935520362
2015-08-17,5.46,5.58,5.35,5.41,3519600,5.086,,4.42,0.835,1.02202488688
2015-08-14,5.5,5.63,5.46,5.53,2685800,5.199,,4.42,0.835,1.04469457014
2015-08-13,5.65,5.7,5.5,5.55,4911900,5.218,,4.42,0.835,1.04847285068
2015-08-12,5.7,5.81,5.5,5.55,9434100,5.218,,4.42,0.835,1.04847285068
2015-08-11,5.87,5.95,5.76,5.83,7930400,5.481,,4.42,0.835,1.10136877828
